gene_symbol,chr,start,end,strand,biotype,gene_id
SLC35G4,18,11609596,11610612,1,protein_coding,ENSG00000236396
,18,11618208,11618315,1,processed_pseudogene,ENSG00000267794
,18,11620717,11621158,-1,lncRNA,ENSG00000267143
,18,11644336,11644824,1,unprocessed_pseudogene,ENSG00000267773
MIR7153,18,11654885,11654941,-1,miRNA,ENSG00000283492
ASNSP6,18,11745626,11747581,1,processed_pseudogene,ENSG00000267333
,18,11758977,11786181,-1,lncRNA,ENSG00000286812
,18,11810406,11811484,-1,lncRNA,ENSG00000267455
CHMP1B,18,11851413,11854444,1,protein_coding,ENSG00000255112
CHMP1B-AS1,18,11851414,11852751,-1,lncRNA,ENSG00000267165
,18,11857155,11857554,-1,lncRNA,ENSG00000272703
GAD3P,18,60611773,60646089,1,transcribed_unprocessed_pseudogene,ENSG00000267382
ROCK1P1,18,116842,118504,1,transcribed_unprocessed_pseudogene,ENSG00000263006
NPIPB1P,18,11619436,11639461,-1,transcribed_unprocessed_pseudogene,ENSG00000257513
RNU6-346P,18,76800664,76800774,-1,snRNA,ENSG00000252097
RPL26P35,18,76834429,76834888,-1,processed_pseudogene,ENSG00000244229
Metazoa_SRP,18,76840838,76841102,-1,misc_RNA,ENSG00000275355
XPOTP3,18,76884935,76888724,-1,processed_pseudogene,ENSG00000265261
,18,77002849,77006846,-1,TEC,ENSG00000279811
ANKRD20A5P,18,14179395,14244811,1,transcribed_unprocessed_pseudogene,ENSG00000186481
RNU6-316P,18,14190700,14190806,1,snRNA,ENSG00000212329
RHOT1P1,18,14222008,14222331,1,processed_pseudogene,ENSG00000266145
,18,14253548,14254075,1,processed_pseudogene,ENSG00000274214
CYP4F35P,18,14338015,14338834,1,transcribed_unprocessed_pseudogene,ENSG00000265787
,18,14346214,14346923,-1,processed_pseudogene,ENSG00000277743
,18,14361434,14361943,-1,processed_pseudogene,ENSG00000265437
TERF1P2,18,14377546,14378757,-1,processed_pseudogene,ENSG00000187589
FEM1AP2,18,14391913,14393909,-1,processed_pseudogene,ENSG00000265296
,18,14404551,14430923,-1,lncRNA,ENSG00000286593
TUBB8B,18,47221,73545,-1,protein_coding,ENSG00000173213
RN7SL39P,18,3571215,3571511,-1,misc_RNA,ENSG00000241223
,18,3580169,3580754,1,processed_pseudogene,ENSG00000266373
,18,3770017,3771430,-1,lncRNA,ENSG00000266513
DLGAP1-AS3,18,3878058,3897069,1,lncRNA,ENSG00000263724
MIR6718,18,3885353,3885432,1,miRNA,ENSG00000275518
RNU6-831P,18,3894699,3894805,-1,snRNA,ENSG00000207278
GAPDHP66,18,3977649,3978615,-1,processed_pseudogene,ENSG00000250933
,18,4430945,4431152,1,processed_pseudogene,ENSG00000264246
ELOCP27,18,4459230,4459458,1,processed_pseudogene,ENSG00000265545
,18,52223078,52223688,1,lncRNA,ENSG00000286283
,18,52283909,52309224,1,lncRNA,ENSG00000285695
,18,52336361,52339025,-1,lncRNA,ENSG00000266335
,18,52409042,52409257,1,TEC,ENSG00000280098
VN1R76P,18,52419189,52419644,-1,unprocessed_pseudogene,ENSG00000273762
MIR4528,18,53237101,53237190,1,miRNA,ENSG00000263872
RPL29P32,18,53605254,53605725,-1,processed_pseudogene,ENSG00000242945
SNRPGP2,18,54406889,54407114,-1,processed_pseudogene,ENSG00000264350
CUPIN1P,18,54412763,54424632,1,unitary_pseudogene,ENSG00000283613
DYNAPP1,18,54525434,54525563,1,processed_pseudogene,ENSG00000264564
,18,35082009,35082242,1,TEC,ENSG00000280096
,18,35144942,35145417,1,lncRNA,ENSG00000274400
,18,35257040,35257512,1,TEC,ENSG00000279989
,18,35268218,35270238,1,lncRNA,ENSG00000274184
,18,35280867,35290201,-1,lncRNA,ENSG00000268573
,18,35317396,35317848,1,lncRNA,ENSG00000274918
RPL7AP67,18,35383354,35384025,-1,processed_pseudogene,ENSG00000239683
,18,35403996,35406528,-1,lncRNA,ENSG00000275512
,18,35443871,35497940,-1,protein_coding,ENSG00000267140
,18,35483431,35483667,-1,TEC,ENSG00000279074
HNRNPA3P16,18,50814392,50815730,1,processed_pseudogene,ENSG00000267233
RPL17P46,18,50823577,50824120,1,processed_pseudogene,ENSG00000239689
SS18L2P2,18,51421063,51421674,-1,processed_pseudogene,ENSG00000266201
,18,51433437,51434783,1,processed_pseudogene,ENSG00000266003
RSL24D1P9,18,51612639,51613110,-1,processed_pseudogene,ENSG00000265402
,18,23257164,23260354,-1,lncRNA,ENSG00000266495
Y_RNA,18,23456371,23456467,1,misc_RNA,ENSG00000199357
,18,23485000,23485197,1,processed_pseudogene,ENSG00000283084
Y_RNA,18,23582016,23582121,-1,misc_RNA,ENSG00000199366
RPS10P27,18,23672253,23672748,-1,processed_pseudogene,ENSG00000267752
,18,69469517,69470001,1,transcribed_processed_pseudogene,ENSG00000264845
KIAA0895LP1,18,10724619,10726936,1,transcribed_processed_pseudogene,ENSG00000264714
,18,10726632,10728539,1,lncRNA,ENSG00000293180
ADGRA3P1,18,12075205,12076654,-1,transcribed_processed_pseudogene,ENSG00000256616
,18,12213407,12222998,1,transcribed_processed_pseudogene,ENSG00000267733
CHORDC1P4,18,2945550,2946534,-1,transcribed_processed_pseudogene,ENSG00000263606
,18,2945627,2946890,-1,lncRNA,ENSG00000293203
CBX3P2,18,2652725,2653259,-1,transcribed_processed_pseudogene,ENSG00000266405
CXADRP3,18,14478168,14479267,-1,transcribed_processed_pseudogene,ENSG00000265766
RPLP0P12,18,59824025,59825261,1,transcribed_processed_pseudogene,ENSG00000267669
ELOA3CP,18,46968695,46969912,-1,transcribed_processed_pseudogene,ENSG00000275553
RPL6P27,18,6462144,6463010,-1,transcribed_processed_pseudogene,ENSG00000235552
,18,6462152,6463030,-1,lncRNA,ENSG00000293300
LRRC37A7P,18,31724228,31725764,1,transcribed_processed_pseudogene,ENSG00000265158
ZNF271P,18,35291184,35307896,1,transcribed_unitary_pseudogene,ENSG00000257267
,18,21111059,21111139,-1,protein_coding,ENSG00000293575
DLGAP1-AS1,18,3593732,3598363,1,lncRNA,ENSG00000177337
DLGAP1-AS2,18,3594114,3610103,1,lncRNA,ENSG00000262001
,18,73647570,73691293,-1,lncRNA,ENSG00000289131
,18,73690556,73711496,-1,lncRNA,ENSG00000293599
,18,73710559,73730526,-1,lncRNA,ENSG00000265380
RN7SL401P,18,73744935,73745232,1,misc_RNA,ENSG00000241866
,18,73921939,73922631,-1,TEC,ENSG00000278902
,18,75387056,75387596,1,lncRNA,ENSG00000276993
,18,76227990,76233387,-1,lncRNA,ENSG00000264595
CCND3P2,18,76751305,76751841,1,processed_pseudogene,ENSG00000265836
,18,76759685,76759866,-1,processed_pseudogene,ENSG00000265626
,18,76372717,76378275,1,lncRNA,ENSG00000263982
,18,76385642,76389406,-1,TEC,ENSG00000280205
ZNF516-DT,18,76495521,76498088,1,lncRNA,ENSG00000275763
,18,76615160,76617645,-1,lncRNA,ENSG00000286090
ARL2BPP1,18,76703444,76704254,-1,processed_pseudogene,ENSG00000265934
RNA5SP461,18,77863464,77863567,-1,rRNA_pseudogene,ENSG00000252260
,18,79470120,79470940,-1,lncRNA,ENSG00000275186
,18,79702721,79703651,-1,lncRNA,ENSG00000266901
,18,13234945,13236470,-1,lncRNA,ENSG00000267177
,18,13362203,13366243,-1,lncRNA,ENSG00000267393
,18,13471012,13472709,-1,lncRNA,ENSG00000267529
,18,13500641,13501289,-1,lncRNA,ENSG00000267366
,18,13514520,13522888,-1,lncRNA,ENSG00000267136
,18,13561399,13565035,-1,lncRNA,ENSG00000267503
LDLRAD4-AS2,18,13644815,13645685,-1,lncRNA,ENSG00000266954
,18,14104542,14105226,1,lncRNA,ENSG00000267356
,18,15159724,15164467,-1,lncRNA,ENSG00000264880
,18,15197539,15197775,-1,transcribed_processed_pseudogene,ENSG00000265015
BNIP3P3,18,15247429,15247997,-1,processed_pseudogene,ENSG00000265631
,18,15254418,15271744,1,unprocessed_pseudogene,ENSG00000266818
,18,15307663,15330282,-1,transcribed_unprocessed_pseudogene,ENSG00000215512
RNU6-721P,18,15320840,15320944,-1,snRNA,ENSG00000222087
RNU6ATAC20P,18,22130603,22130729,-1,snRNA,ENSG00000221363
,18,22175465,22176662,-1,lncRNA,ENSG00000264012
RNU6-702P,18,22180112,22180218,-1,snRNA,ENSG00000201852
,18,22213778,22228029,1,lncRNA,ENSG00000264825
RNU6-1032P,18,22647582,22647688,1,snRNA,ENSG00000206827
,18,22882825,22883357,-1,lncRNA,ENSG00000273232
UBE2CP2,18,22900486,22900995,-1,processed_pseudogene,ENSG00000265939
MIR4741,18,22933349,22933438,1,miRNA,ENSG00000284331
RN7SL745P,18,23004564,23004862,1,misc_RNA,ENSG00000242182
Y_RNA,18,23024596,23024703,1,misc_RNA,ENSG00000223023
SNORA73,18,56079394,56079594,-1,snoRNA,ENSG00000201816
,18,26565723,26575626,-1,lncRNA,ENSG00000275805
MIR8057,18,26591467,26591535,-1,miRNA,ENSG00000276221
CIAPIN1P,18,26599408,26600338,1,processed_pseudogene,ENSG00000263846
ATP6V1E1P2,18,26952201,26952558,-1,processed_pseudogene,ENSG00000266549
UBA52P9,18,27355406,27355764,-1,processed_pseudogene,ENSG00000244329
RBM22P1,18,27418884,27420435,-1,processed_pseudogene,ENSG00000265097
PA2G4P3,18,27452514,27453657,-1,processed_pseudogene,ENSG00000263405
WBP11P1,18,32511663,32514634,1,lncRNA,ENSG00000293029
,18,32769795,32774413,1,lncRNA,ENSG00000228835
WBP11P1,18,32511860,32513790,1,transcribed_processed_pseudogene,ENSG00000260389
,18,45573084,45575504,-1,lncRNA,ENSG00000267193
SLC14A2-AS1,18,45423764,45483250,-1,lncRNA,ENSG00000267097
,18,45482860,45504038,-1,lncRNA,ENSG00000285790
,18,45483343,45529855,1,lncRNA,ENSG00000266988
,18,45507202,45550183,1,lncRNA,ENSG00000267354
DSCAS,18,31101540,31250873,1,lncRNA,ENSG00000265888
,18,735746,737459,1,lncRNA,ENSG00000266171
,18,738058,739444,1,lncRNA,ENSG00000264339
,18,63966406,63970181,-1,lncRNA,ENSG00000283667
LINC01538,18,64181314,64260055,-1,lncRNA,ENSG00000266952
,18,32091295,32092119,-1,lncRNA,ENSG00000265008
,18,32122400,32124478,-1,lncRNA,ENSG00000263393
,18,32287437,32290340,1,lncRNA,ENSG00000264982
SLC25A52,18,31759584,31760880,-1,protein_coding,ENSG00000141437
,18,31844388,31845178,1,lncRNA,ENSG00000263924
,18,31883288,31883728,1,processed_pseudogene,ENSG00000276486
,18,31895745,31896410,-1,lncRNA,ENSG00000276282
RNU6-1050P,18,31937533,31937639,1,snRNA,ENSG00000222320
PGDP1,18,31962178,31963618,1,processed_pseudogene,ENSG00000265273
,18,31966960,31967545,1,processed_pseudogene,ENSG00000266105
,18,31982899,31986087,1,TEC,ENSG00000280380
,18,32018829,32111779,1,lncRNA,ENSG00000263917
,18,32031035,32031359,1,lncRNA,ENSG00000274275
,18,24076794,24099320,-1,lncRNA,ENSG00000265204
,18,24113637,24121003,-1,lncRNA,ENSG00000264924
RNU5A-6P,18,24124170,24124285,-1,snRNA,ENSG00000206863
,18,24135468,24135829,-1,TEC,ENSG00000279332
CABYR-AS1,18,24159509,24162211,-1,lncRNA,ENSG00000265750
RNA5SP452,18,24170505,24170623,-1,rRNA_pseudogene,ENSG00000199874
Metazoa_SRP,18,24179038,24179295,-1,misc_RNA,ENSG00000273524
RNU6-435P,18,24218300,24218404,1,snRNA,ENSG00000206766
MIR320C2,18,24321686,24321735,1,miRNA,ENSG00000212051
,18,24364787,24367984,1,lncRNA,ENSG00000264365
,18,24402153,24402714,1,lncRNA,ENSG00000273321
,18,31223716,31268549,1,lncRNA,ENSG00000293651
,18,57253557,57433608,-1,lncRNA,ENSG00000293721
,18,77717838,77720032,1,lncRNA,ENSG00000293804
,18,31782979,31802529,-1,lncRNA,ENSG00000293872
,18,53947296,53959138,1,lncRNA,ENSG00000293986
PARD6G-AS1,18,80147907,80179839,1,lncRNA,ENSG00000267270
NEDD4L-AS1,18,58398602,58400099,-1,lncRNA,ENSG00000267396
,18,79391848,79393855,-1,lncRNA,ENSG00000294167
,18,74456331,74460784,1,lncRNA,ENSG00000294391
,18,75614942,75639552,-1,lncRNA,ENSG00000294451
,18,40343583,40431635,-1,lncRNA,ENSG00000294453
,18,46868636,46875768,1,lncRNA,ENSG00000289168
,18,31724195,31775641,1,lncRNA,ENSG00000293306
,18,75621047,75637538,1,lncRNA,ENSG00000294476
,18,40412998,40413764,1,lncRNA,ENSG00000294482
,18,31701741,31725348,-1,lncRNA,ENSG00000289064
,18,31595416,31611217,-1,lncRNA,ENSG00000294516
,18,51991234,52060938,-1,lncRNA,ENSG00000294564
,18,4181386,4182643,1,lncRNA,ENSG00000294580
,18,3041981,3052527,-1,lncRNA,ENSG00000294654
,18,69469915,69471743,1,lncRNA,ENSG00000293054
,18,61652117,61682913,1,lncRNA,ENSG00000267038
,18,28178174,28189108,1,lncRNA,ENSG00000294740
LINC01544,18,61747971,61758464,1,lncRNA,ENSG00000260440
,18,78197067,78199150,-1,lncRNA,ENSG00000294768
,18,61569367,61570181,1,lncRNA,ENSG00000294777
,18,9436591,9447255,-1,lncRNA,ENSG00000294812
LPIN2-AS2,18,2967018,2985410,1,lncRNA,ENSG00000266397
,18,61791212,61825855,1,lncRNA,ENSG00000294985
,18,10002470,10020891,1,lncRNA,ENSG00000294986
,18,35128511,35137789,-1,lncRNA,ENSG00000295007
LDLRAD4-AS3,18,13461020,13471333,-1,lncRNA,ENSG00000267694
,18,25900655,25959165,-1,lncRNA,ENSG00000295104
,18,75977487,75989971,1,lncRNA,ENSG00000295163
,18,27375310,27401910,1,lncRNA,ENSG00000263611
,18,15056845,15198397,-1,lncRNA,ENSG00000293042
,18,34959417,34965561,1,lncRNA,ENSG00000295258
,18,15165189,15198409,1,lncRNA,ENSG00000287723
,18,30084752,30176049,-1,lncRNA,ENSG00000295284
,18,15075445,15123439,1,lncRNA,ENSG00000263635
,18,30113399,30145452,-1,lncRNA,ENSG00000295305
,18,45571231,45689027,-1,lncRNA,ENSG00000287943
,18,34158987,34200409,1,lncRNA,ENSG00000295317
,18,45669367,45782840,-1,lncRNA,ENSG00000288545
,18,22297775,22324824,-1,lncRNA,ENSG00000295339
,18,75506209,75521944,-1,lncRNA,ENSG00000287295
,18,55845631,55866061,-1,lncRNA,ENSG00000295387
LINC01415,18,55776727,55781722,-1,lncRNA,ENSG00000267325
,18,55779905,55782620,1,lncRNA,ENSG00000295415
,18,55697643,55698409,-1,lncRNA,ENSG00000295431
,18,75641481,75656092,1,lncRNA,ENSG00000287993
,18,26822339,26825171,-1,lncRNA,ENSG00000263382
,18,22476204,22563250,-1,lncRNA,ENSG00000289624
,18,54604719,54607144,-1,lncRNA,ENSG00000295596
,18,40910164,40940298,-1,lncRNA,ENSG00000295608
,18,22503042,22583220,1,lncRNA,ENSG00000295614
,18,79085386,79087163,-1,lncRNA,ENSG00000295669
ATP9B-AS1,18,79253572,79254907,-1,lncRNA,ENSG00000267628
,18,62434122,62438075,-1,lncRNA,ENSG00000295799
LINC01882,18,12739486,12776143,-1,lncRNA,ENSG00000260302
LINC02958,18,23957746,23982644,-1,lncRNA,ENSG00000265752
TTC39C-AS1,18,23987749,24015521,-1,lncRNA,ENSG00000264745
,18,78813623,78814906,-1,lncRNA,ENSG00000296053
,18,22462719,22464939,-1,lncRNA,ENSG00000296067
LINC01443,18,14946267,14974215,1,lncRNA,ENSG00000266554
,18,68216428,68218236,-1,lncRNA,ENSG00000296284
LINC01444,18,14964260,14983306,-1,lncRNA,ENSG00000264301
,18,14947464,14950956,-1,lncRNA,ENSG00000296312
,18,28112235,28113056,1,lncRNA,ENSG00000296338
,18,79763956,79767103,1,lncRNA,ENSG00000296357
,18,69366328,69400518,1,lncRNA,ENSG00000296393
,18,69391416,69400377,-1,lncRNA,ENSG00000296412
,18,67011869,67026893,-1,lncRNA,ENSG00000296608
,18,64194565,64196696,-1,lncRNA,ENSG00000296640
,18,78238709,78243695,1,lncRNA,ENSG00000296646
,18,11830890,11859831,-1,lncRNA,ENSG00000296678
,18,40029242,40031691,-1,lncRNA,ENSG00000296949
,18,9912933,9913888,-1,lncRNA,ENSG00000296998
,18,75103587,75110053,-1,lncRNA,ENSG00000278911
,18,25038000,25042724,-1,lncRNA,ENSG00000297020
,18,77421501,77614496,1,lncRNA,ENSG00000264015
,18,44625847,44641770,1,lncRNA,ENSG00000297024
,18,25055600,25056760,1,lncRNA,ENSG00000265552
,18,75108161,75110683,1,lncRNA,ENSG00000297039
,18,10702549,10704186,-1,lncRNA,ENSG00000297044
,18,56247830,56265493,1,lncRNA,ENSG00000297056
,18,70599628,70732696,1,lncRNA,ENSG00000297062
GTSCR1,18,70630507,70670885,-1,lncRNA,ENSG00000263417
,18,70732338,70784012,1,lncRNA,ENSG00000297100
,18,70659246,70659502,1,lncRNA,ENSG00000297118
,18,1883253,2489426,-1,lncRNA,ENSG00000263745
,18,57438173,57439481,1,lncRNA,ENSG00000297251
,18,50967044,50967954,-1,lncRNA,ENSG00000297269
,18,2350448,2378591,1,lncRNA,ENSG00000297276
,18,56573130,56575171,1,lncRNA,ENSG00000289876
,18,2303464,2312985,1,lncRNA,ENSG00000297295
,18,78205242,78207724,1,lncRNA,ENSG00000297302
,18,1513836,1522252,-1,lncRNA,ENSG00000297316
,18,75430219,75523220,1,lncRNA,ENSG00000287281
,18,32470210,32745567,1,lncRNA,ENSG00000285095
,18,32554025,32566643,-1,lncRNA,ENSG00000287994
,18,831813,832683,-1,lncRNA,ENSG00000297529
,18,66220116,66258418,-1,lncRNA,ENSG00000297542
,18,66242171,66255044,1,lncRNA,ENSG00000297563
,18,10234791,10247626,-1,lncRNA,ENSG00000297608
,18,10239294,10240487,1,lncRNA,ENSG00000297624
MIR133A1HG,18,21825487,21831539,-1,lncRNA,ENSG00000265142
,18,27744280,27838229,-1,lncRNA,ENSG00000297707
,18,27743255,27805096,1,lncRNA,ENSG00000286426
,18,43896071,44126160,1,lncRNA,ENSG00000297742
,18,43810687,43933384,-1,lncRNA,ENSG00000297765
,18,40245871,40269299,1,lncRNA,ENSG00000286844
,18,43884131,43889322,1,lncRNA,ENSG00000297782
,18,9433593,9434544,-1,lncRNA,ENSG00000297841
,18,77822732,77858573,-1,lncRNA,ENSG00000297856
,18,10078213,10144557,1,lncRNA,ENSG00000265554
,18,7238267,7243939,1,lncRNA,ENSG00000297926
,18,48411202,48539013,-1,lncRNA,ENSG00000297938
,18,48445703,48446975,1,lncRNA,ENSG00000297957
,18,4455533,4509517,1,lncRNA,ENSG00000297987
,18,4459021,4485736,1,lncRNA,ENSG00000298009
,18,4486696,4499152,-1,lncRNA,ENSG00000298033
,18,75765847,75770954,1,lncRNA,ENSG00000298121
,18,976387,1310018,1,lncRNA,ENSG00000263551
LINC00907,18,42159087,42734297,1,lncRNA,ENSG00000267586
,18,42645391,42741830,-1,lncRNA,ENSG00000286976
LINC00470,18,1254383,1408344,-1,lncRNA,ENSG00000132204
,18,42274695,42275809,1,lncRNA,ENSG00000298188
KC6,18,41375808,41632237,-1,lncRNA,ENSG00000267313
,18,73947809,74014989,1,lncRNA,ENSG00000287314
,18,951128,1050188,1,lncRNA,ENSG00000298195
,18,73914184,74034161,-1,lncRNA,ENSG00000263655
,18,57970638,58024965,1,lncRNA,ENSG00000298214
,18,1394179,1431533,1,lncRNA,ENSG00000298221
,18,73943074,73946996,1,lncRNA,ENSG00000298234
,18,962528,976885,-1,lncRNA,ENSG00000272461
,18,1363327,1365910,1,lncRNA,ENSG00000298259
,18,40787556,40796975,-1,lncRNA,ENSG00000298260
,18,48956667,48963948,-1,lncRNA,ENSG00000266905
,18,36834810,36923821,-1,lncRNA,ENSG00000267039
,18,79825366,79846662,1,lncRNA,ENSG00000298279
,18,25143341,25185524,1,lncRNA,ENSG00000298287
,18,48952365,48957122,1,lncRNA,ENSG00000298289
,18,79792027,79816529,1,lncRNA,ENSG00000267780
LINC01254,18,10404764,10414515,-1,lncRNA,ENSG00000260913
,18,9633245,9648146,-1,lncRNA,ENSG00000298314
,18,10405232,10406476,1,lncRNA,ENSG00000298326
LINC02856,18,9646080,9648594,1,lncRNA,ENSG00000285594
,18,48898480,48917658,-1,lncRNA,ENSG00000298379
,18,47615768,47617629,1,lncRNA,ENSG00000298418
,18,67260926,67265706,-1,lncRNA,ENSG00000298467
ROCK1P1,18,95663,141973,1,lncRNA,ENSG00000290877
TYMSOS,18,630886,658352,-1,lncRNA,ENSG00000176912
,18,102058,106169,-1,lncRNA,ENSG00000298499
,18,93446,96773,-1,lncRNA,ENSG00000298512
,18,54238382,54266160,1,lncRNA,ENSG00000298527
,18,54260666,54270063,-1,lncRNA,ENSG00000277324
,18,6323033,6358259,1,lncRNA,ENSG00000298557
,18,54245827,54252210,-1,lncRNA,ENSG00000298558
,18,6286790,6302846,1,lncRNA,ENSG00000298574
,18,71432015,71646596,1,lncRNA,ENSG00000298599
,18,15313556,15330513,-1,lncRNA,ENSG00000290522
LINC01541,18,71519962,71579003,-1,lncRNA,ENSG00000260676
,18,62299682,62323617,-1,lncRNA,ENSG00000267560
,18,22229016,22268073,-1,lncRNA,ENSG00000298631
,18,64611154,64631385,-1,lncRNA,ENSG00000298668
DSEL-AS1,18,67516546,67930010,1,lncRNA,ENSG00000265533
,18,7272414,7276844,1,lncRNA,ENSG00000298764
,18,7271944,7273786,-1,lncRNA,ENSG00000298781
LINC01925,18,508134,523715,-1,lncRNA,ENSG00000264265
,18,32311822,32318767,1,lncRNA,ENSG00000298908
,18,78645844,78703726,-1,lncRNA,ENSG00000298930
,18,9404527,9421117,1,lncRNA,ENSG00000298966
,18,79394163,79395220,1,lncRNA,ENSG00000299053
,18,78268195,78269867,1,lncRNA,ENSG00000299142
,18,50726730,50756802,-1,lncRNA,ENSG00000299248
LINC01915,18,24534551,24708542,1,lncRNA,ENSG00000265485
,18,24516699,24544154,-1,lncRNA,ENSG00000266489
,18,24499952,24523517,1,lncRNA,ENSG00000287611
,18,24663741,24672781,-1,lncRNA,ENSG00000299422
MIR3976HG,18,5721812,5876692,1,lncRNA,ENSG00000261738
,18,24654406,24656696,-1,lncRNA,ENSG00000299435
,18,48949818,48951373,1,lncRNA,ENSG00000299449
,18,62991817,63128437,1,lncRNA,ENSG00000299452
,18,10515688,10520470,1,lncRNA,ENSG00000299454
,18,894043,907768,-1,lncRNA,ENSG00000265179
,18,60169504,60178337,-1,lncRNA,ENSG00000299555
,18,30289954,30414073,1,lncRNA,ENSG00000286605
LINC01899,18,71732594,71788193,-1,lncRNA,ENSG00000265352
LINC01905,18,55892960,56150103,1,lncRNA,ENSG00000267057
,18,71777902,71799799,1,lncRNA,ENSG00000299594
,18,45062891,45181429,-1,lncRNA,ENSG00000267101
LINC01539,18,56003612,56191262,-1,lncRNA,ENSG00000267712
LINC01416,18,55881688,55998219,-1,lncRNA,ENSG00000260930
,18,56137568,56150103,1,lncRNA,ENSG00000267732
,18,46325406,46335613,-1,lncRNA,ENSG00000299713
ARHGAP28-AS1,18,6728194,6729969,-1,lncRNA,ENSG00000266441
,18,31942575,31944164,1,lncRNA,ENSG00000263823
,18,46388103,46389516,-1,lncRNA,ENSG00000299730
,18,77898689,77900274,-1,lncRNA,ENSG00000299770
,18,6128784,6130661,1,lncRNA,ENSG00000299772
,18,73756507,73761506,1,lncRNA,ENSG00000299848
,18,43494137,43572422,1,lncRNA,ENSG00000299854
,18,75937672,75938272,-1,lncRNA,ENSG00000299915
,18,28422056,28497491,1,lncRNA,ENSG00000299932
DLGAP1-AS4,18,3930914,4024157,1,lncRNA,ENSG00000263878
,18,58405905,58449537,-1,lncRNA,ENSG00000300063
,18,72209469,72210668,1,lncRNA,ENSG00000300107
,18,58189834,58195710,-1,lncRNA,ENSG00000267743
,18,40064371,40066270,-1,lncRNA,ENSG00000300144
LINC01917,18,53480825,53581107,-1,lncRNA,ENSG00000260433
LINC01919,18,53568437,53629995,1,lncRNA,ENSG00000263438
,18,78124239,78127007,1,lncRNA,ENSG00000300249
,18,65089959,65131756,-1,lncRNA,ENSG00000263863
CEP192-DT,18,12984694,12991187,-1,lncRNA,ENSG00000266969
,18,67767157,67780566,1,lncRNA,ENSG00000300357
,18,38490654,38491674,1,lncRNA,ENSG00000300373
ZNF24TR,18,35437887,35467090,-1,lncRNA,ENSG00000267583
,18,75112133,75125834,-1,lncRNA,ENSG00000285915
,18,35497677,35498194,1,lncRNA,ENSG00000289891
,18,34879466,34928594,-1,lncRNA,ENSG00000278464
,18,74468937,74483235,1,lncRNA,ENSG00000300528
,18,48673529,48692478,-1,lncRNA,ENSG00000267762
,18,65606079,65652053,1,lncRNA,ENSG00000265217
,18,48750145,48751924,1,lncRNA,ENSG00000300561
,18,44214930,44465692,1,lncRNA,ENSG00000285550
,18,10059497,10061767,1,lncRNA,ENSG00000300636
LINC00668,18,6919496,6930019,-1,lncRNA,ENSG00000265933
LINC01478,18,44280768,44579978,-1,lncRNA,ENSG00000267337
,18,10059979,10060855,-1,lncRNA,ENSG00000300653
,18,44531750,44589907,1,lncRNA,ENSG00000300667
,18,38718755,38807677,1,lncRNA,ENSG00000300676
,18,38655201,38728574,-1,lncRNA,ENSG00000268566
,18,79583311,79586239,-1,lncRNA,ENSG00000300730
,18,9696742,9708792,-1,lncRNA,ENSG00000300774
,18,9704416,9705248,-1,lncRNA,ENSG00000300796
,18,55025175,55118510,1,lncRNA,ENSG00000300819
,18,55079045,55101904,-1,lncRNA,ENSG00000300838
LINC01929,18,55105903,55128662,-1,lncRNA,ENSG00000267013
,18,55053573,55054987,-1,lncRNA,ENSG00000300882
,18,74211386,74241099,-1,lncRNA,ENSG00000260569
,18,74216992,74246348,1,lncRNA,ENSG00000300938
,18,74245708,74249391,-1,lncRNA,ENSG00000300961
,18,72161726,72184671,-1,lncRNA,ENSG00000300985
,18,31819346,31829910,1,lncRNA,ENSG00000300995
,18,79457527,79465843,-1,lncRNA,ENSG00000286186
,18,62450023,62451606,-1,lncRNA,ENSG00000301046
,18,78303502,78309546,-1,lncRNA,ENSG00000301051
,18,78305229,78306783,1,lncRNA,ENSG00000301072
CTIF-AS1,18,48818010,48839128,-1,lncRNA,ENSG00000267764
,18,47542950,47595172,-1,lncRNA,ENSG00000301225
,18,78973346,78975836,1,lncRNA,ENSG00000301291
,18,79576460,79601711,1,lncRNA,ENSG00000267287
,18,2842936,2847940,-1,lncRNA,ENSG00000289061
,18,79586336,79590858,-1,lncRNA,ENSG00000301314
,18,21896951,21916120,1,lncRNA,ENSG00000301367
,18,21895659,21897199,-1,lncRNA,ENSG00000301388
,18,57896233,57915343,-1,lncRNA,ENSG00000301416
,18,67940680,67945377,-1,lncRNA,ENSG00000301430
,18,57913889,57921252,1,lncRNA,ENSG00000301441
,18,79625096,79635066,-1,lncRNA,ENSG00000301485
,18,78528361,78530592,-1,lncRNA,ENSG00000301588
,18,4815983,4847756,1,lncRNA,ENSG00000301633
LINC01900,18,21980943,22098794,1,lncRNA,ENSG00000265758
GATA6-AS1,18,22087583,22169878,-1,lncRNA,ENSG00000266010
,18,75406983,75426607,1,lncRNA,ENSG00000264116
,18,10321380,10372387,-1,lncRNA,ENSG00000264876
,18,22164663,22166166,1,lncRNA,ENSG00000301707
,18,56485397,56490033,-1,lncRNA,ENSG00000301776
,18,24725762,24986980,1,lncRNA,ENSG00000266573
,18,24793110,24802828,1,lncRNA,ENSG00000301827
,18,67670666,67729731,1,lncRNA,ENSG00000301837
,18,25016219,25020632,1,lncRNA,ENSG00000301849
,18,27454443,27470046,1,lncRNA,ENSG00000286465
SNHG22,18,49813944,49851059,1,lncRNA,ENSG00000267322
,18,10448368,10488796,-1,lncRNA,ENSG00000301982
