gene_id	gate_type	complexity_score
ENSG00000222179	NULL	-1
ENSG00000267293	NULL	-1
ENSG00000252034	NULL	-1
ENSG00000152234	SIMPLE_AND	1
ENSG00000152240	SIMPLE_AND	1
ENSG00000251939	NULL	-1
ENSG00000152223	SIMPLE_AND	1
ENSG00000141449	NULL	-1
ENSG00000141431	REPRESSED	1
ENSG00000101577	SIMPLE_AND	1
ENSG00000267396	NULL	-1
ENSG00000172175	INCONSISTENT	1
ENSG00000275553	NULL	-1
ENSG00000166396	NULL	-1
ENSG00000197632	NULL	-1
ENSG00000221887	NULL	-1
ENSG00000283667	INCONSISTENT	1
ENSG00000166401	INCONSISTENT	1
ENSG00000237314	NULL	-1
ENSG00000179676	NULL	-1
ENSG00000267444	REPRESSED	1
ENSG00000267674	NULL	-1
ENSG00000167315	INCONSISTENT	2
ENSG00000266997	NULL	-1
ENSG00000251992	INCONSISTENT	2
ENSG00000252139	INCONSISTENT	2
ENSG00000201668	NULL	-1
ENSG00000200527	NULL	-1
ENSG00000267196	NULL	-1
ENSG00000267511	NULL	-1
ENSG00000267591	NULL	-1
ENSG00000283343	NULL	-1
ENSG00000240663	REPRESSED	1
ENSG00000172361	REPRESSED	1
ENSG00000277310	NULL	-1
ENSG00000154832	SIMPLE_AND	1
ENSG00000167306	INCONSISTENT	1
ENSG00000101624	SIMPLE_AND	1
ENSG00000267249	NULL	-1
ENSG00000266961	NULL	-1
ENSG00000260302	NULL	-1
ENSG00000201466	NULL	-1
ENSG00000128789	SIMPLE_AND	1
ENSG00000267570	NULL	-1
ENSG00000267336	NULL	-1
ENSG00000085415	SIMPLE_AND	1
ENSG00000266969	INCONSISTENT	2
ENSG00000101639	SIMPLE_AND	1
ENSG00000267656	NULL	-1
ENSG00000267032	NULL	-1
ENSG00000168675	BIVALENT	4
ENSG00000185231	NULL	-1
ENSG00000243779	NULL	-1
ENSG00000279352	NULL	-1
ENSG00000270469	NULL	-1
ENSG00000175322	INCONSISTENT	2
ENSG00000267756	NULL	-1
ENSG00000267150	NULL	-1
ENSG00000267356	NULL	-1
ENSG00000267704	NULL	-1
ENSG00000267324	NULL	-1
ENSG00000079101	INCONSISTENT	1
ENSG00000242550	NULL	-1
ENSG00000266900	NULL	-1
ENSG00000267560	NULL	-1
ENSG00000141655	BIVALENT	4
ENSG00000199867	NULL	-1
ENSG00000267341	NULL	-1
ENSG00000241088	NULL	-1
ENSG00000267487	INCONSISTENT	1
ENSG00000266920	NULL	-1
ENSG00000141664	SIMPLE_AND	1
ENSG00000279236	NULL	-1
ENSG00000235552	NULL	-1
ENSG00000278607	NULL	-1
ENSG00000227115	NULL	-1
ENSG00000267322	SIMPLE_AND	1
ENSG00000283503	NULL	-1
ENSG00000267374	REPRESSED	1
ENSG00000267040	INCONSISTENT	2
ENSG00000263823	INCONSISTENT	2
ENSG00000265174	NULL	-1
ENSG00000265158	REPRESSED	1
ENSG00000273355	INCONSISTENT	2
ENSG00000261738	NULL	-1
ENSG00000260552	INCONSISTENT	2
ENSG00000267069	INCONSISTENT	1
ENSG00000263753	SIMPLE_AND	1
ENSG00000267270	NULL	-1
ENSG00000265179	REPRESSED	1
ENSG00000283458	NULL	-1
ENSG00000260440	NULL	-1
ENSG00000257267	INCONSISTENT	2
ENSG00000265485	NULL	-1
ENSG00000272688	INCONSISTENT	2
ENSG00000267391	REPRESSED	1
ENSG00000266304	NULL	-1
ENSG00000274828	INCONSISTENT	2
ENSG00000265142	NULL	-1
ENSG00000267390	INCONSISTENT	2
ENSG00000265888	INCONSISTENT	2
ENSG00000278017	INCONSISTENT	2
ENSG00000176912	INCONSISTENT	2
ENSG00000270112	NULL	-1
ENSG00000266010	BIVALENT	4
ENSG00000263146	NULL	-1
ENSG00000263417	NULL	-1
ENSG00000263958	NULL	-1
ENSG00000285940	NULL	-1
ENSG00000267252	NULL	-1
ENSG00000267371	NULL	-1
ENSG00000236396	NULL	-1
ENSG00000267794	NULL	-1
ENSG00000267143	NULL	-1
ENSG00000267773	NULL	-1
ENSG00000283492	REPRESSED	1
ENSG00000260759	NULL	-1
ENSG00000267333	NULL	-1
ENSG00000267455	NULL	-1
ENSG00000255112	INCONSISTENT	2
ENSG00000267165	INCONSISTENT	2
ENSG00000272703	INCONSISTENT	1
ENSG00000179981	INCONSISTENT	2
ENSG00000215512	NULL	-1
ENSG00000267382	NULL	-1
ENSG00000263006	NULL	-1
ENSG00000257513	NULL	-1
ENSG00000141644	SIMPLE_AND	1
ENSG00000264278	INCONSISTENT	2
ENSG00000252097	INCONSISTENT	1
ENSG00000278107	NULL	-1
ENSG00000130856	SIMPLE_AND	1
ENSG00000244229	INCONSISTENT	2
ENSG00000275355	NULL	-1
ENSG00000265261	NULL	-1
ENSG00000266844	NULL	-1
ENSG00000279811	NULL	-1
ENSG00000175319	NULL	-1
ENSG00000186481	NULL	-1
ENSG00000212329	NULL	-1
ENSG00000266145	NULL	-1
ENSG00000283294	NULL	-1
ENSG00000274214	NULL	-1
ENSG00000265787	NULL	-1
ENSG00000277743	NULL	-1
ENSG00000265437	NULL	-1
ENSG00000187589	NULL	-1
ENSG00000265296	NULL	-1
ENSG00000173213	INCONSISTENT	1
ENSG00000263884	INCONSISTENT	2
ENSG00000132872	NULL	-1
ENSG00000180011	SIMPLE_AND	1
ENSG00000266835	NULL	-1
ENSG00000241223	NULL	-1
ENSG00000266373	NULL	-1
ENSG00000177337	INCONSISTENT	2
ENSG00000262001	INCONSISTENT	2
ENSG00000266401	INCONSISTENT	2
ENSG00000266513	INCONSISTENT	1
ENSG00000263724	NULL	-1
ENSG00000275518	NULL	-1
ENSG00000207278	REPRESSED	1
ENSG00000263878	NULL	-1
ENSG00000250933	NULL	-1
ENSG00000261520	NULL	-1
ENSG00000264246	NULL	-1
ENSG00000265545	NULL	-1
ENSG00000170579	NULL	-1
ENSG00000229876	NULL	-1
ENSG00000260861	NULL	-1
ENSG00000225479	NULL	-1
ENSG00000171873	NULL	-1
ENSG00000101282	NULL	-1
ENSG00000125903	NULL	-1
ENSG00000101280	REPRESSED	1
ENSG00000282478	NULL	-1
ENSG00000232528	NULL	-1
ENSG00000089012	NULL	-1
ENSG00000276649	INCONSISTENT	1
ENSG00000232241	NULL	-1
ENSG00000228809	COMPLEX	4
ENSG00000171984	INCONSISTENT	2
ENSG00000224711	NULL	-1
ENSG00000125827	INCONSISTENT	2
ENSG00000149346	INCONSISTENT	2
ENSG00000233324	NULL	-1
ENSG00000178591	NULL	-1
ENSG00000215586	NULL	-1
ENSG00000125820	NULL	-1
ENSG00000270777	NULL	-1
ENSG00000125845	NULL	-1
ENSG00000233625	NULL	-1
ENSG00000101327	NULL	-1
ENSG00000228888	NULL	-1
ENSG00000125898	INCONSISTENT	2
ENSG00000173404	NULL	-1
ENSG00000237914	NULL	-1
ENSG00000271397	NULL	-1
ENSG00000185982	NULL	-1
ENSG00000228482	NULL	-1
ENSG00000236387	NULL	-1
ENSG00000236526	NULL	-1
ENSG00000235036	NULL	-1
ENSG00000228293	INCONSISTENT	2
ENSG00000230990	NULL	-1
ENSG00000234573	NULL	-1
ENSG00000270838	NULL	-1
ENSG00000149443	REPRESSED	1
ENSG00000125788	NULL	-1
ENSG00000226644	NULL	-1
ENSG00000132640	INCONSISTENT	2
ENSG00000125816	NULL	-1
ENSG00000227663	NULL	-1
ENSG00000213384	NULL	-1
ENSG00000089063	SIMPLE_AND	1
ENSG00000125851	NULL	-1
ENSG00000276768	NULL	-1
ENSG00000225280	NULL	-1
ENSG00000088876	INCONSISTENT	2
ENSG00000277315	NULL	-1
ENSG00000235698	NULL	-1
ENSG00000258197	NULL	-1
ENSG00000125815	NULL	-1
ENSG00000101230	NULL	-1
ENSG00000170367	NULL	-1
ENSG00000234282	NULL	-1
ENSG00000232271	NULL	-1
ENSG00000230908	NULL	-1
ENSG00000235208	NULL	-1
ENSG00000271426	NULL	-1
ENSG00000277087	NULL	-1
ENSG00000237256	NULL	-1
ENSG00000224961	NULL	-1
ENSG00000274863	NULL	-1
ENSG00000284776	INCONSISTENT	2
ENSG00000101463	NULL	-1
ENSG00000234435	NULL	-1
ENSG00000235544	NULL	-1
ENSG00000101323	NULL	-1
ENSG00000261249	NULL	-1
ENSG00000278816	NULL	-1
ENSG00000088930	SIMPLE_AND	1
ENSG00000223750	NULL	-1
ENSG00000204684	NULL	-1
ENSG00000233492	NULL	-1
ENSG00000125870	COMPLEX	4
ENSG00000230440	NULL	-1
ENSG00000233048	NULL	-1
ENSG00000236168	NULL	-1
ENSG00000236811	NULL	-1
ENSG00000282949	NULL	-1
ENSG00000278041	NULL	-1
ENSG00000077984	NULL	-1
ENSG00000230725	REPRESSED	1
ENSG00000101474	INCONSISTENT	2
ENSG00000125864	INCONSISTENT	2
ENSG00000282995	INCONSISTENT	2
ENSG00000233896	NULL	-1
ENSG00000282921	NULL	-1
ENSG00000149435	NULL	-1
ENSG00000167390	NULL	-1
ENSG00000170369	NULL	-1
ENSG00000270001	NULL	-1
ENSG00000228539	NULL	-1
ENSG00000226344	NULL	-1
ENSG00000273838	NULL	-1
ENSG00000125868	SIMPLE_AND	1
ENSG00000204555	NULL	-1
ENSG00000125834	INCONSISTENT	2
ENSG00000282911	NULL	-1
ENSG00000205611	INCONSISTENT	2
ENSG00000236550	NULL	-1
ENSG00000215397	INCONSISTENT	1
ENSG00000226263	NULL	-1
ENSG00000260202	NULL	-1
ENSG00000198646	SIMPLE_AND	1
ENSG00000277901	NULL	-1
ENSG00000238129	NULL	-1
ENSG00000228593	NULL	-1
ENSG00000088782	NULL	-1
ENSG00000234265	NULL	-1
ENSG00000172296	NULL	-1
ENSG00000225069	NULL	-1
ENSG00000283069	NULL	-1
ENSG00000234878	NULL	-1
ENSG00000227693	NULL	-1
ENSG00000125804	NULL	-1
ENSG00000236985	NULL	-1
ENSG00000226405	NULL	-1
ENSG00000131069	SIMPLE_AND	1
ENSG00000231015	NULL	-1
ENSG00000217809	NULL	-1
ENSG00000282894	NULL	-1
ENSG00000215547	NULL	-1
ENSG00000270299	INCONSISTENT	1
ENSG00000227195	NULL	-1
ENSG00000078804	INCONSISTENT	2
ENSG00000232595	NULL	-1
ENSG00000204662	NULL	-1
ENSG00000225056	NULL	-1
ENSG00000232333	NULL	-1
ENSG00000101384	INCONSISTENT	1
ENSG00000230495	NULL	-1
ENSG00000089057	NULL	-1
ENSG00000204556	NULL	-1
ENSG00000101435	NULL	-1
ENSG00000232900	NULL	-1
ENSG00000277508	NULL	-1
ENSG00000285100	NULL	-1
ENSG00000229042	NULL	-1
ENSG00000283020	INCONSISTENT	1
ENSG00000277581	INCONSISTENT	2
ENSG00000274825	INCONSISTENT	1
ENSG00000229892	NULL	-1
ENSG00000225956	NULL	-1
ENSG00000277550	NULL	-1
ENSG00000234862	NULL	-1
ENSG00000230324	NULL	-1
ENSG00000089123	INCONSISTENT	2
ENSG00000206249	NULL	-1
ENSG00000223410	NULL	-1
ENSG00000132792	SIMPLE_AND	1
ENSG00000276638	NULL	-1
ENSG00000180205	NULL	-1
ENSG00000231081	INCONSISTENT	2
ENSG00000149639	SIMPLE_AND	1
ENSG00000233277	NULL	-1
ENSG00000274173	NULL	-1
ENSG00000223651	NULL	-1
ENSG00000228503	NULL	-1
ENSG00000285144	REPRESSED	1
ENSG00000273828	INCONSISTENT	2
ENSG00000220540	NULL	-1
ENSG00000180305	NULL	-1
ENSG00000276223	INCONSISTENT	1
ENSG00000277708	REPRESSED	1
ENSG00000179935	INCONSISTENT	2
ENSG00000101445	INCONSISTENT	2
ENSG00000234967	REPRESSED	1
ENSG00000149633	REPRESSED	1
ENSG00000281460	NULL	-1
ENSG00000236874	NULL	-1
ENSG00000223864	NULL	-1
ENSG00000231119	INCONSISTENT	2
ENSG00000281365	NULL	-1
ENSG00000261431	INCONSISTENT	2
ENSG00000227599	NULL	-1
ENSG00000101452	SIMPLE_AND	1
ENSG00000124191	INCONSISTENT	1
ENSG00000235408	SIMPLE_OR	0
ENSG00000244558	INCONSISTENT	1
ENSG00000229976	NULL	-1
ENSG00000226769	NULL	-1
ENSG00000064655	REPRESSED	1
ENSG00000125899	NULL	-1
ENSG00000273451	INCONSISTENT	2
ENSG00000269931	NULL	-1
ENSG00000235292	NULL	-1
ENSG00000233415	NULL	-1
ENSG00000180083	NULL	-1
ENSG00000062598	REPRESSED	1
ENSG00000225321	NULL	-1
ENSG00000198959	SIMPLE_AND	1
ENSG00000283005	NULL	-1
ENSG00000274261	NULL	-1
ENSG00000042062	SIMPLE_AND	1
ENSG00000234075	NULL	-1
ENSG00000224357	NULL	-1
ENSG00000158480	INCONSISTENT	2
ENSG00000101447	SIMPLE_AND	1
ENSG00000277425	NULL	-1
ENSG00000197496	INCONSISTENT	1
ENSG00000225458	NULL	-1
ENSG00000235508	NULL	-1
ENSG00000276923	NULL	-1
ENSG00000158445	INCONSISTENT	1
ENSG00000232200	NULL	-1
ENSG00000278153	NULL	-1
ENSG00000124249	INCONSISTENT	1
ENSG00000237788	NULL	-1
ENSG00000149654	INCONSISTENT	1
ENSG00000124226	SIMPLE_AND	1
ENSG00000225170	NULL	-1
ENSG00000229222	NULL	-1
ENSG00000224530	REPRESSED	1
ENSG00000224565	NULL	-1
ENSG00000236028	REPRESSED	1
ENSG00000243810	NULL	-1
ENSG00000282935	NULL	-1
ENSG00000239783	NULL	-1
ENSG00000080189	SIMPLE_AND	1
ENSG00000271784	INCONSISTENT	2
ENSG00000223492	INCONSISTENT	2
ENSG00000235415	INCONSISTENT	2
ENSG00000198768	REPRESSED	1
ENSG00000088298	INCONSISTENT	2
ENSG00000228959	NULL	-1
ENSG00000229522	NULL	-1
ENSG00000282870	INCONSISTENT	2
ENSG00000230133	NULL	-1
ENSG00000279322	INCONSISTENT	2
ENSG00000124151	SIMPLE_AND	1
ENSG00000267882	INCONSISTENT	2
ENSG00000124089	NULL	-1
ENSG00000238282	NULL	-1
ENSG00000101425	REPRESSED	1
ENSG00000234693	NULL	-1
ENSG00000235922	NULL	-1
ENSG00000237423	NULL	-1
ENSG00000124126	INCONSISTENT	2
ENSG00000215450	REPRESSED	1
ENSG00000234900	NULL	-1
ENSG00000124212	REPRESSED	1
ENSG00000182621	NULL	-1
ENSG00000054803	NULL	-1
ENSG00000215546	NULL	-1
ENSG00000226203	NULL	-1
ENSG00000054793	NULL	-1
ENSG00000125970	SIMPLE_AND	1
ENSG00000089101	INCONSISTENT	2
ENSG00000124216	INCONSISTENT	2
ENSG00000232286	NULL	-1
ENSG00000227705	NULL	-1
ENSG00000234069	NULL	-1
ENSG00000231265	NULL	-1
ENSG00000230437	NULL	-1
ENSG00000230636	NULL	-1
ENSG00000259723	INCONSISTENT	2
ENSG00000277938	INCONSISTENT	2
ENSG00000236151	NULL	-1
ENSG00000234948	INCONSISTENT	2
ENSG00000235594	NULL	-1
ENSG00000231703	NULL	-1
ENSG00000275358	NULL	-1
ENSG00000225344	NULL	-1
ENSG00000225563	INCONSISTENT	2
ENSG00000101194	NULL	-1
ENSG00000132825	INCONSISTENT	2
ENSG00000101132	SIMPLE_AND	1
ENSG00000277829	REPRESSED	1
ENSG00000101182	SIMPLE_AND	1
ENSG00000124215	REPRESSED	1
ENSG00000234821	NULL	-1
ENSG00000226262	NULL	-1
ENSG00000238151	NULL	-1
ENSG00000197586	SIMPLE_AND	1
ENSG00000204658	NULL	-1
ENSG00000130701	NULL	-1
ENSG00000228386	NULL	-1
ENSG00000228422	NULL	-1
ENSG00000101439	SIMPLE_AND	1
ENSG00000185834	NULL	-1
ENSG00000235166	NULL	-1
ENSG00000149531	INCONSISTENT	2
ENSG00000275437	INCONSISTENT	2
ENSG00000225106	NULL	-1
ENSG00000101193	SIMPLE_AND	1
ENSG00000179253	NULL	-1
ENSG00000277975	NULL	-1
ENSG00000232121	NULL	-1
ENSG00000203266	INCONSISTENT	1
ENSG00000230843	NULL	-1
ENSG00000231934	NULL	-1
ENSG00000277373	NULL	-1
ENSG00000124225	BIVALENT	4
ENSG00000270792	INCONSISTENT	1
ENSG00000101365	SIMPLE_AND	1
ENSG00000271774	NULL	-1
ENSG00000275401	INCONSISTENT	1
ENSG00000238194	NULL	-1
ENSG00000225417	NULL	-1
ENSG00000277270	NULL	-1
ENSG00000124164	SIMPLE_AND	1
ENSG00000224628	NULL	-1
ENSG00000276093	NULL	-1
ENSG00000280220	NULL	-1
ENSG00000182463	INCONSISTENT	1
ENSG00000237119	REPRESSED	1
ENSG00000233017	NULL	-1
ENSG00000229755	NULL	-1
ENSG00000227964	NULL	-1
ENSG00000132821	INCONSISTENT	1
ENSG00000225785	NULL	-1
ENSG00000275923	NULL	-1
ENSG00000271298	NULL	-1
ENSG00000283123	INCONSISTENT	1
ENSG00000125977	SIMPLE_AND	1
ENSG00000203883	INCONSISTENT	2
ENSG00000229882	REPRESSED	1
ENSG00000154930	NULL	-1
ENSG00000264490	REPRESSED	1
ENSG00000101134	NULL	-1
ENSG00000225336	NULL	-1
ENSG00000158470	SIMPLE_AND	1
ENSG00000219608	NULL	-1
ENSG00000229500	NULL	-1
ENSG00000020256	NULL	-1
ENSG00000261411	NULL	-1
ENSG00000271461	NULL	-1
ENSG00000101115	NULL	-1
ENSG00000101144	REPRESSED	1
ENSG00000101407	SIMPLE_AND	1
ENSG00000285347	REPRESSED	1
ENSG00000132631	NULL	-1
ENSG00000125533	NULL	-1
ENSG00000228820	NULL	-1
ENSG00000272259	NULL	-1
ENSG00000179242	NULL	-1
ENSG00000232294	NULL	-1
ENSG00000232465	NULL	-1
ENSG00000215444	NULL	-1
ENSG00000101079	SIMPLE_AND	1
ENSG00000237000	NULL	-1
ENSG00000276786	NULL	-1
ENSG00000225657	NULL	-1
ENSG00000224008	NULL	-1
ENSG00000171858	SIMPLE_AND	1
ENSG00000278709	BIVALENT	4
ENSG00000229690	NULL	-1
ENSG00000225246	NULL	-1
ENSG00000231878	NULL	-1
ENSG00000229606	NULL	-1
ENSG00000087510	INCONSISTENT	1
ENSG00000276627	NULL	-1
ENSG00000260542	REPRESSED	1
ENSG00000184402	SIMPLE_AND	1
ENSG00000235032	NULL	-1
ENSG00000101361	SIMPLE_AND	1
ENSG00000214541	NULL	-1
ENSG00000125514	REPRESSED	1
ENSG00000101096	BIVALENT	4
ENSG00000231604	NULL	-1
ENSG00000197670	NULL	-1
ENSG00000224635	INCONSISTENT	1
ENSG00000196074	INCONSISTENT	2
ENSG00000130702	SIMPLE_AND	1
ENSG00000231078	REPRESSED	1
ENSG00000149657	SIMPLE_AND	1
ENSG00000087495	REPRESSED	1
ENSG00000261035	NULL	-1
ENSG00000282842	NULL	-1
ENSG00000171703	INCONSISTENT	2
ENSG00000130700	INCONSISTENT	2
ENSG00000129988	NULL	-1
ENSG00000196227	INCONSISTENT	2
ENSG00000080839	SIMPLE_AND	1
ENSG00000282968	NULL	-1
ENSG00000272050	INCONSISTENT	2
ENSG00000237371	NULL	-1
ENSG00000124209	INCONSISTENT	2
ENSG00000275285	REPRESSED	1
ENSG00000124205	REPRESSED	1
ENSG00000226094	REPRESSED	1
ENSG00000233686	NULL	-1
ENSG00000225129	NULL	-1
ENSG00000101413	SIMPLE_AND	1
ENSG00000273812	REPRESSED	1
ENSG00000230352	NULL	-1
ENSG00000130706	SIMPLE_AND	1
ENSG00000025293	SIMPLE_AND	1
ENSG00000227282	NULL	-1
ENSG00000234274	NULL	-1
ENSG00000226332	INCONSISTENT	2
ENSG00000234104	REPRESSED	1
ENSG00000270793	NULL	-1
ENSG00000225803	NULL	-1
ENSG00000131067	INCONSISTENT	2
ENSG00000233347	NULL	-1
ENSG00000284481	INCONSISTENT	2
ENSG00000221116	INCONSISTENT	2
ENSG00000271798	SIMPLE_AND	1
ENSG00000212498	INCONSISTENT	2
ENSG00000229686	INCONSISTENT	2
ENSG00000226572	INCONSISTENT	2
ENSG00000252096	NULL	-1
ENSG00000278159	NULL	-1
ENSG00000212165	NULL	-1
ENSG00000202260	NULL	-1
ENSG00000251955	NULL	-1
ENSG00000200494	NULL	-1
ENSG00000240584	NULL	-1
ENSG00000278525	NULL	-1
ENSG00000238833	NULL	-1
ENSG00000212536	NULL	-1
ENSG00000222281	NULL	-1
ENSG00000207355	NULL	-1
ENSG00000242348	NULL	-1
ENSG00000201348	NULL	-1
ENSG00000264879	NULL	-1
ENSG00000202414	NULL	-1
ENSG00000223128	NULL	-1
ENSG00000283291	NULL	-1
ENSG00000283568	NULL	-1
ENSG00000200231	NULL	-1
ENSG00000283592	NULL	-1
ENSG00000275305	NULL	-1
ENSG00000273745	NULL	-1
ENSG00000264616	NULL	-1
ENSG00000200325	NULL	-1
ENSG00000199676	NULL	-1
ENSG00000201151	INCONSISTENT	1
ENSG00000201811	NULL	-1
ENSG00000201221	INCONSISTENT	1
ENSG00000207053	NULL	-1
ENSG00000206801	NULL	-1
ENSG00000200208	NULL	-1
ENSG00000283433	NULL	-1
ENSG00000240474	NULL	-1
ENSG00000264767	NULL	-1
ENSG00000275337	NULL	-1
ENSG00000284419	NULL	-1
ENSG00000264901	NULL	-1
ENSG00000238452	NULL	-1
ENSG00000252540	NULL	-1
ENSG00000252467	NULL	-1
ENSG00000206959	NULL	-1
ENSG00000252654	NULL	-1
ENSG00000199490	NULL	-1
ENSG00000277034	NULL	-1
ENSG00000225091	SIMPLE_OR	0
ENSG00000201512	SIMPLE_OR	0
ENSG00000200354	SIMPLE_AND	1
ENSG00000206710	NULL	-1
ENSG00000202186	NULL	-1
ENSG00000222118	NULL	-1
ENSG00000252091	NULL	-1
ENSG00000266761	NULL	-1
ENSG00000207158	NULL	-1
ENSG00000238468	NULL	-1
ENSG00000252089	NULL	-1
ENSG00000199218	NULL	-1
ENSG00000276031	NULL	-1
ENSG00000238777	NULL	-1
ENSG00000199683	INCONSISTENT	1
ENSG00000207802	NULL	-1
ENSG00000266140	NULL	-1
ENSG00000265617	NULL	-1
ENSG00000223190	NULL	-1
ENSG00000199017	REPRESSED	1
ENSG00000284508	REPRESSED	1
ENSG00000263453	NULL	-1
ENSG00000222874	REPRESSED	1
ENSG00000241821	NULL	-1
ENSG00000269103	NULL	-1
ENSG00000284074	NULL	-1
ENSG00000201742	NULL	-1
ENSG00000275958	NULL	-1
ENSG00000124232	NULL	-1
ENSG00000124145	INCONSISTENT	2
ENSG00000275894	INCONSISTENT	2
ENSG00000204070	SIMPLE_AND	1
ENSG00000254806	INCONSISTENT	2
ENSG00000124251	INCONSISTENT	2
ENSG00000232880	NULL	-1
ENSG00000254620	NULL	-1
ENSG00000268941	NULL	-1
ENSG00000124222	SIMPLE_AND	1
ENSG00000254995	INCONSISTENT	2
ENSG00000215440	NULL	-1
ENSG00000254419	NULL	-1
ENSG00000237121	REPRESSED	1
ENSG00000270279	REPRESSED	1
ENSG00000268649	NULL	-1
ENSG00000284040	NULL	-1
ENSG00000216031	NULL	-1
ENSG00000268333	REPRESSED	1
ENSG00000276859	NULL	-1
ENSG00000276722	NULL	-1
ENSG00000274491	INCONSISTENT	1
ENSG00000275069	INCONSISTENT	1
ENSG00000225806	INCONSISTENT	2
ENSG00000270951	NULL	-1
ENSG00000285091	INCONSISTENT	2
ENSG00000284985	REPRESSED	1
ENSG00000101158	SIMPLE_AND	1
ENSG00000101162	INCONSISTENT	2
ENSG00000124172	SIMPLE_AND	1
ENSG00000101166	SIMPLE_AND	1
ENSG00000232925	NULL	-1
ENSG00000204183	NULL	-1
ENSG00000125965	INCONSISTENT	2
ENSG00000221763	INCONSISTENT	2
ENSG00000125975	NULL	-1
ENSG00000224497	INCONSISTENT	2
ENSG00000088340	NULL	-1
ENSG00000227401	REPRESSED	1
ENSG00000272897	NULL	-1
ENSG00000222460	NULL	-1
ENSG00000252549	NULL	-1
ENSG00000244462	SIMPLE_AND	1
ENSG00000197296	INCONSISTENT	2
ENSG00000226812	REPRESSED	1
ENSG00000229005	NULL	-1
ENSG00000233376	NULL	-1
ENSG00000168746	REPRESSED	1
ENSG00000226243	REPRESSED	1
ENSG00000124120	INCONSISTENT	2
ENSG00000132824	SIMPLE_AND	1
ENSG00000168734	INCONSISTENT	2
ENSG00000242509	NULL	-1
ENSG00000101342	NULL	-1
ENSG00000231241	NULL	-1
ENSG00000226144	NULL	-1
ENSG00000241229	NULL	-1
ENSG00000132823	SIMPLE_AND	1
ENSG00000149596	REPRESSED	1
ENSG00000237555	NULL	-1
ENSG00000201021	NULL	-1
ENSG00000233711	NULL	-1
ENSG00000206998	NULL	-1
ENSG00000124193	SIMPLE_AND	1
ENSG00000201372	NULL	-1
ENSG00000234271	NULL	-1
ENSG00000277611	INCONSISTENT	1
ENSG00000226143	NULL	-1
ENSG00000282876	INCONSISTENT	2
ENSG00000101052	INCONSISTENT	2
ENSG00000215467	NULL	-1
ENSG00000101057	SIMPLE_AND	1
ENSG00000124196	REPRESSED	1
ENSG00000173335	NULL	-1
ENSG00000101307	NULL	-1
ENSG00000125879	NULL	-1
ENSG00000271303	SIMPLE_AND	1
ENSG00000125821	INCONSISTENT	2
ENSG00000130703	NULL	-1
ENSG00000101074	REPRESSED	1
ENSG00000101098	NULL	-1
ENSG00000231133	NULL	-1
ENSG00000274915	NULL	-1
ENSG00000225978	NULL	-1
ENSG00000260416	NULL	-1
ENSG00000207598	INCONSISTENT	1
ENSG00000149658	SIMPLE_AND	1
ENSG00000273821	INCONSISTENT	2
ENSG00000101197	NULL	-1
ENSG00000266463	NULL	-1
ENSG00000101198	INCONSISTENT	2
ENSG00000275620	NULL	-1
ENSG00000101199	SIMPLE_AND	1
ENSG00000266104	NULL	-1
ENSG00000222439	NULL	-1
ENSG00000101204	NULL	-1
ENSG00000203900	NULL	-1
ENSG00000280936	REPRESSED	1
ENSG00000226390	REPRESSED	1
ENSG00000237005	NULL	-1
ENSG00000214835	NULL	-1
ENSG00000230750	NULL	-1
ENSG00000125863	INCONSISTENT	2
ENSG00000285508	INCONSISTENT	2
ENSG00000285723	INCONSISTENT	1
ENSG00000230226	NULL	-1
ENSG00000125534	BIVALENT	5
ENSG00000101213	INCONSISTENT	1
ENSG00000275812	NULL	-1
ENSG00000125531	NULL	-1
ENSG00000199497	NULL	-1
ENSG00000088356	INCONSISTENT	2
ENSG00000260903	BIVALENT	4
ENSG00000278012	INCONSISTENT	1
ENSG00000226239	NULL	-1
ENSG00000252623	NULL	-1
ENSG00000101331	NULL	-1
ENSG00000212571	REPRESSED	1
ENSG00000275576	NULL	-1
ENSG00000224452	NULL	-1
ENSG00000235217	NULL	-1
ENSG00000126003	SIMPLE_AND	1
ENSG00000284125	NULL	-1
ENSG00000233293	NULL	-1
ENSG00000204393	NULL	-1
ENSG00000228156	INCONSISTENT	2
ENSG00000198547	INCONSISTENT	1
ENSG00000285382	INCONSISTENT	2
ENSG00000175730	NULL	-1
ENSG00000101367	SIMPLE_AND	1
ENSG00000260536	NULL	-1
ENSG00000260257	NULL	-1
ENSG00000101000	INCONSISTENT	1
ENSG00000278367	INCONSISTENT	2
ENSG00000200301	REPRESSED	1
ENSG00000126005	SIMPLE_AND	1
ENSG00000229230	REPRESSED	1
ENSG00000125966	BIVALENT	4
ENSG00000279253	NULL	-1
ENSG00000261582	INCONSISTENT	1
ENSG00000235214	INCONSISTENT	2
ENSG00000125998	REPRESSED	1
ENSG00000101278	INCONSISTENT	1
ENSG00000269846	INCONSISTENT	2
ENSG00000236159	NULL	-1
ENSG00000198053	INCONSISTENT	1
ENSG00000149636	SIMPLE_AND	1
ENSG00000130584	BIVALENT	4
ENSG00000197818	INCONSISTENT	2
ENSG00000124194	NULL	-1
ENSG00000100987	NULL	-1
ENSG00000278035	BIVALENT	4
ENSG00000101335	INCONSISTENT	1
ENSG00000273986	NULL	-1
ENSG00000118707	SIMPLE_AND	1
