gene_id	GM12878_gate_type	GM12878_gene_name	K562_gate_type	gene_name
ENSG00000164342		TLR3		TLR3
ENSG00000164344		KLKB1		KLKB1
ENSG00000164363		SLC6A18	REPRESSED	SLC6A18
ENSG00000164379	REPRESSED	FOXQ1		FOXQ1
ENSG00000164385		LINC01600	BIVALENT	LINC01600
ENSG00000164393		ADGRF2		ADGRF2
ENSG00000164399		IL3		IL3
ENSG00000164400		CSF2	INCONSISTENT	CSF2
ENSG00000164402		SEPTIN8		SEPTIN8
ENSG00000164406		LEAP2		LEAP2
ENSG00000164411		GJB7		GJB7
ENSG00000164418		GRIK2		GRIK2
ENSG00000164430	SIMPLE_AND	CGAS		CGAS
ENSG00000164434		FABP7		FABP7
ENSG00000164438	REPRESSED	TLX3		TLX3
ENSG00000164440	SIMPLE_AND	TXLNB		TXLNB
ENSG00000164451		CALHM4		CALHM4
ENSG00000164465		DCBLD1		DCBLD1
ENSG00000164488		DACT2	REPRESSED	DACT2
ENSG00000164500		SPATA48		SPATA48
ENSG00000164508		H2AC1	COMPLEX	H2AC1
ENSG00000164509		IL31RA		IL31RA
ENSG00000164512		ANKRD55	REPRESSED	ANKRD55
ENSG00000164520		RAET1E	REPRESSED	RAET1E
ENSG00000164530		PI16	REPRESSED	PI16
ENSG00000164532	REPRESSED	TBX20		TBX20
ENSG00000164556		FAM183BP		FAM183BP
ENSG00000164588		HCN1		HCN1
ENSG00000164591		MYOZ3	REPRESSED	MYOZ3
ENSG00000164600		NEUROD6		NEUROD6
ENSG00000164616	REPRESSED	FBXL21P		FBXL21P
ENSG00000164619	REPRESSED	BMPER		BMPER
ENSG00000164638		SLC29A4		SLC29A4
ENSG00000164645		TEX47		TEX47
ENSG00000164669		INTS4P1	INCONSISTENT	INTS4P1
ENSG00000164684	REPRESSED	ZNF704		ZNF704
ENSG00000164707		SLC13A4	INCONSISTENT	SLC13A4
ENSG00000164708		PGAM2		PGAM2
ENSG00000164729		SLC35G3	REPRESSED	SLC35G3
ENSG00000164736	REPRESSED	SOX17		SOX17
ENSG00000164740		SEPTIN7P5		SEPTIN7P5
ENSG00000164741		DLC1		DLC1
ENSG00000164743		C8orf48		C8orf48
ENSG00000164744		SUN3		SUN3
ENSG00000164746	REPRESSED	C7orf57		C7orf57
ENSG00000164749	BIVALENT	HNF4G		HNF4G
ENSG00000164756		SLC30A8		SLC30A8
ENSG00000164761	SIMPLE_OR	TNFRSF11B		TNFRSF11B
ENSG00000164764		SBSPON	REPRESSED	SBSPON
ENSG00000164776		PHKG1		PHKG1
ENSG00000164778		EN2		EN2
ENSG00000164794	INCONSISTENT	KCNV1		KCNV1
ENSG00000164796	INCONSISTENT	CSMD3		CSMD3
ENSG00000164816		DEFA5		DEFA5
ENSG00000164821		DEFA4	REPRESSED	DEFA4
ENSG00000164822		DEFA6		DEFA6
ENSG00000164825		DEFB1		DEFB1
ENSG00000164850		GPER1		GPER1
ENSG00000164853		UNCX	REPRESSED	UNCX
ENSG00000164855		TMEM184A		TMEM184A
ENSG00000164867		NOS3		NOS3
ENSG00000164871		SPAG11B		SPAG11B
ENSG00000164879		CA3		CA3
ENSG00000164893		SLC7A13		SLC7A13
ENSG00000164900		GBX1		GBX1
ENSG00000164930	INCONSISTENT	FZD6		FZD6
ENSG00000164935		DCSTAMP		DCSTAMP
ENSG00000164941	REPRESSED	INTS8		INTS8
ENSG00000164946		FREM1		FREM1
ENSG00000164951		PDP1		PDP1
ENSG00000164972		C9orf24		C9orf24
ENSG00000165023		DIRAS2		DIRAS2
ENSG00000165029	BIVALENT	ABCA1		ABCA1
ENSG00000165059		PRKACG	REPRESSED	PRKACG
ENSG00000165061		ZMAT4		ZMAT4
ENSG00000165071		TMEM71	REPRESSED	TMEM71
ENSG00000165076		PRSS37		PRSS37
ENSG00000165078		CPA6		CPA6
ENSG00000165084	REPRESSED	C8orf34		C8orf34
ENSG00000165091	REPRESSED	TMC1		TMC1
ENSG00000165092		ALDH1A1		ALDH1A1
ENSG00000165105		RASEF		RASEF
ENSG00000165113		GKAP1		GKAP1
ENSG00000165121				
ENSG00000165124	REPRESSED	SVEP1		SVEP1
ENSG00000165125		TRPV6		TRPV6
ENSG00000165131		LLCFC1		LLCFC1
ENSG00000165164		CFAP47		CFAP47
ENSG00000165168	SIMPLE_AND	CYBB		CYBB
ENSG00000165178		NCF1C		NCF1C
ENSG00000165181		SHOC1		SHOC1
ENSG00000165186		PTCHD1		PTCHD1
ENSG00000165188		RNF183		RNF183
ENSG00000165192		ASB11		ASB11
ENSG00000165194		PCDH19		PCDH19
ENSG00000165197		VEGFD		VEGFD
ENSG00000165202		OR1Q1		OR1Q1
ENSG00000165204		OR1K1		OR1K1
ENSG00000165215	BIVALENT	CLDN3		CLDN3
ENSG00000165246		NLGN4Y		NLGN4Y
ENSG00000165259	INCONSISTENT	HDX		HDX
ENSG00000165269		AQP7		AQP7
ENSG00000165300		SLITRK5		SLITRK5
ENSG00000165309		ARMC3	INCONSISTENT	ARMC3
ENSG00000165323	REPRESSED	FAT3		FAT3
ENSG00000165349		SLC7A3	REPRESSED	SLC7A3
ENSG00000165376		CLDN2		CLDN2
ENSG00000165383		LRRC18	REPRESSED	LRRC18
ENSG00000165443	COMPLEX	PHYHIPL		PHYHIPL
ENSG00000165449		SLC16A9	REPRESSED	SLC16A9
ENSG00000165457		FOLR2		FOLR2
ENSG00000165462	REPRESSED	PHOX2A		PHOX2A
ENSG00000165471		MBL2		MBL2
ENSG00000165474	BIVALENT	GJB2		GJB2
ENSG00000165495	REPRESSED	PKNOX2		PKNOX2
ENSG00000165496		RPL10L		RPL10L
ENSG00000165509		MAGEC3		MAGEC3
ENSG00000165548		TMEM63C		TMEM63C
ENSG00000165553	INCONSISTENT	NGB		NGB
ENSG00000165555		NOXRED1		NOXRED1
ENSG00000165568		AKR1E2		AKR1E2
ENSG00000165583		SSX5		SSX5
ENSG00000165584		SSX3		SSX3
ENSG00000165588	REPRESSED	OTX2		OTX2
ENSG00000165591	SIMPLE_AND	FAAH2		FAAH2
ENSG00000165617		DACT1		DACT1
ENSG00000165623		UCMA	REPRESSED	UCMA
ENSG00000165643		SOHLH1		SOHLH1
ENSG00000165646		SLC18A2	INCONSISTENT	SLC18A2
ENSG00000165682	REPRESSED	CLEC1B		CLEC1B
ENSG00000165685	REPRESSED	TMEM52B		TMEM52B
ENSG00000165694		FRMD7		FRMD7
ENSG00000165731		RET	INCONSISTENT	RET
ENSG00000165757		JCAD		JCAD
ENSG00000165762		OR4K2		OR4K2
ENSG00000165794		SLC39A2		SLC39A2
ENSG00000165799		RNASE7	INCONSISTENT	RNASE7
ENSG00000165810		BTNL9		BTNL9
ENSG00000165816	REPRESSED	VWA2		VWA2
ENSG00000165821	REPRESSED	SALL2		SALL2
ENSG00000165828		PRAP1		PRAP1
ENSG00000165837		ERICH6B		ERICH6B
ENSG00000165841		CYP2C19		CYP2C19
ENSG00000165863		C10orf82		C10orf82
ENSG00000165868	SIMPLE_AND	HSPA12A		HSPA12A
ENSG00000165874		SHLD2P1		SHLD2P1
ENSG00000165887		ANKRD2		ANKRD2
ENSG00000165899		OTOGL		OTOGL
ENSG00000165917		RAPSN		RAPSN
ENSG00000165929		TC2N		TC2N
ENSG00000165935		SMCO2		SMCO2
ENSG00000165949		IFI27		IFI27
ENSG00000165953	REPRESSED	SERPINA12		SERPINA12
ENSG00000165966	REPRESSED	PDZRN4		PDZRN4
ENSG00000165972	INCONSISTENT	CCDC38		CCDC38
ENSG00000165973	REPRESSED	NELL1		NELL1
ENSG00000165985	INCONSISTENT	C1QL3		C1QL3
ENSG00000165995		CACNB2		CACNB2
ENSG00000166006	REPRESSED	KCNC2		KCNC2
ENSG00000166007		TRIM51HP		TRIM51HP
ENSG00000166013		TRIM53BP		TRIM53BP
ENSG00000166025		AMOTL1		AMOTL1
ENSG00000166033	REPRESSED	HTRA1		HTRA1
ENSG00000166069		TMCO5A		TMCO5A
ENSG00000166090		IL25		IL25
ENSG00000166091		CMTM5		CMTM5
ENSG00000166104				
ENSG00000166106	REPRESSED	ADAMTS15		ADAMTS15
ENSG00000166111		SVOP	REPRESSED	SVOP
ENSG00000166118		SPATA19		SPATA19
ENSG00000166143		PPP1R14D	INCONSISTENT	PPP1R14D
ENSG00000166147	SIMPLE_AND	FBN1		FBN1
ENSG00000166152		C16orf78		C16orf78
ENSG00000166160		OPN1MW2		OPN1MW2
ENSG00000166173	SIMPLE_AND	LARP6		LARP6
ENSG00000166183		ASPG		ASPG
ENSG00000166192	REPRESSED	SENP8		SENP8
ENSG00000166206		GABRB3	REPRESSED	GABRB3
ENSG00000166211		SPIC	REPRESSED	SPIC
ENSG00000166220		TBATA		TBATA
ENSG00000166265		CYYR1		CYYR1
ENSG00000166268		MYRFL	REPRESSED	MYRFL
ENSG00000166292		TMEM100	INCONSISTENT	TMEM100
ENSG00000166317		SYNPO2L	INCONSISTENT	SYNPO2L
ENSG00000166329		CCDC182		CCDC182
ENSG00000166342		NETO1		NETO1
ENSG00000166343		MSS51		MSS51
ENSG00000166347	SIMPLE_AND	CYB5A		CYB5A
ENSG00000166351		POTED		POTED
ENSG00000166359		WDR88		WDR88
ENSG00000166363		OR10A5		OR10A5
ENSG00000166368		OR2D2		OR2D2
ENSG00000166391		MOGAT2	REPRESSED	MOGAT2
ENSG00000166394	REPRESSED	CYB5R2		CYB5R2
ENSG00000166396	REPRESSED	SERPINB7		SERPINB7
ENSG00000166402	REPRESSED	TUB		TUB
ENSG00000166407	REPRESSED	LMO1		LMO1
ENSG00000166408		OR5P1P		OR5P1P
ENSG00000166415		WDR72		WDR72
ENSG00000166428	COMPLEX	PLD4		PLD4
ENSG00000166473		PKD1L2		PKD1L2
ENSG00000166482		MFAP4		MFAP4
ENSG00000166509		CLEC3A	REPRESSED	CLEC3A
ENSG00000166523		CLEC4E		CLEC4E
ENSG00000166527		CLEC4D		CLEC4D
ENSG00000166530		HSBP1P2		HSBP1P2
ENSG00000166532		RIMKLB		RIMKLB
ENSG00000166535	REPRESSED	A2ML1		A2ML1
ENSG00000166558		SLC38A8	REPRESSED	SLC38A8
ENSG00000166569	REPRESSED	CPLX4		CPLX4
ENSG00000166573	REPRESSED	GALR1		GALR1
ENSG00000166579	REPRESSED	NDEL1		NDEL1
ENSG00000166589		CDH16		CDH16
ENSG00000166603		MC4R		MC4R
ENSG00000166634		SERPINB12		SERPINB12
ENSG00000166664		CHRFAM7A		CHRFAM7A
ENSG00000166669		ATF7IP2	SIMPLE_OR	ATF7IP2
ENSG00000166670		MMP10		MMP10
ENSG00000166681		BEX3		BEX3
ENSG00000166682		TMPRSS5		TMPRSS5
ENSG00000166693		OR5M13P		OR5M13P
ENSG00000166704	COMPLEX	ZNF606		ZNF606
ENSG00000166736		HTR3A		HTR3A
ENSG00000166741	REPRESSED	NNMT		NNMT
ENSG00000166743		ACSM1		ACSM1
ENSG00000166762		CATSPER2		CATSPER2
ENSG00000166763		STRCP1		STRCP1
ENSG00000166770	REPRESSED	ZNF667-AS1		ZNF667-AS1
ENSG00000166787		SAA3P	REPRESSED	SAA3P
ENSG00000166796		LDHC		LDHC
ENSG00000166800		LDHAL6A		LDHAL6A
ENSG00000166816		LDHD		LDHD
ENSG00000166819		PLIN1	REPRESSED	PLIN1
ENSG00000166833		NAV2	REPRESSED	NAV2
ENSG00000166856		GPR182		GPR182
ENSG00000166862	REPRESSED	CACNG2		CACNG2
ENSG00000166863		TAC3	INCONSISTENT	TAC3
ENSG00000166866		MYO1A		MYO1A
ENSG00000166884		OR4D6	REPRESSED	OR4D6
ENSG00000166888		STAT6		STAT6
ENSG00000166896	REPRESSED	ATP23		ATP23
ENSG00000166900		STX3		STX3
ENSG00000166917		MIR202HG	INCONSISTENT	MIR202HG
ENSG00000166922		SCG5		SCG5
ENSG00000166926		MS4A6E		MS4A6E
ENSG00000166930		MS4A5		MS4A5
ENSG00000166947		EPB42	INCONSISTENT	EPB42
ENSG00000166948		TGM6		TGM6
ENSG00000166959		MS4A8	REPRESSED	MS4A8
ENSG00000166960		CCDC178		CCDC178
ENSG00000166961		MS4A15	REPRESSED	MS4A15
ENSG00000166984		TCP10L2		TCP10L2
ENSG00000166986	SIMPLE_AND	MARS1		MARS1
ENSG00000167011	REPRESSED	NAT16		NAT16
ENSG00000167014		TERB2	REPRESSED	TERB2
ENSG00000167074		TEF	INCONSISTENT	TEF
ENSG00000167077		MEI1		MEI1
ENSG00000167098		SUN5		SUN5
ENSG00000167104		BPIFB6		BPIFB6
ENSG00000167117	INCONSISTENT	ANKRD40CL		ANKRD40CL
ENSG00000167123		CERCAM		CERCAM
ENSG00000167139	REPRESSED	TBC1D21		TBC1D21
ENSG00000167157		PRRX2		PRRX2
ENSG00000167165		UGT1A6		UGT1A6
ENSG00000167173		C15orf39		C15orf39
ENSG00000167178	INCONSISTENT	ISLR2		ISLR2
ENSG00000167183		PRR15L		PRR15L
ENSG00000167193	SIMPLE_OR	CRK		CRK
ENSG00000167195		GOLGA6C		GOLGA6C
ENSG00000167207	SIMPLE_AND	NOD2		NOD2
ENSG00000167208	SIMPLE_AND	SNX20		SNX20
ENSG00000167210		LOXHD1		LOXHD1
ENSG00000167244		IGF2		IGF2
ENSG00000167261		DPEP2	INCONSISTENT	DPEP2
ENSG00000167281		RBFOX3		RBFOX3
ENSG00000167286		CD3D	SIMPLE_AND	CD3D
ENSG00000167332		OR51E2		OR51E2
ENSG00000167346		MMP26		MMP26
ENSG00000167355		OR51B5	SIMPLE_AND	OR51B5
ENSG00000167359		OR51I1		OR51I1
ENSG00000167360		OR51Q1		OR51Q1
ENSG00000167363		FN3K	COMPLEX	FN3K
ENSG00000167390		POM121L3P		POM121L3P
ENSG00000167434	REPRESSED	CA4		CA4
ENSG00000167459		LINC00905		LINC00905
ENSG00000167460		TPM4		TPM4
ENSG00000167494		NOS2P2		NOS2P2
ENSG00000167524		RSKR		RSKR
ENSG00000167531		LALBA		LALBA
ENSG00000167554	SIMPLE_OR	ZNF610		ZNF610
ENSG00000167580		AQP2		AQP2
ENSG00000167588		GPD1		GPD1
ENSG00000167601		AXL	SIMPLE_AND	AXL
ENSG00000167608		TMC4		TMC4
ENSG00000167612		ANKRD33	INCONSISTENT	ANKRD33
ENSG00000167613	SIMPLE_OR	LAIR1		LAIR1
ENSG00000167614	REPRESSED	TTYH1		TTYH1
ENSG00000167618		LAIR2	REPRESSED	LAIR2
ENSG00000167633		KIR3DL1		KIR3DL1
ENSG00000167642		SPINT2	INCONSISTENT	SPINT2
ENSG00000167644		C19orf33		C19orf33
ENSG00000167646		DNAAF3	SIMPLE_AND	DNAAF3
ENSG00000167654		ATCAY	REPRESSED	ATCAY
ENSG00000167656		LY6D		LY6D
ENSG00000167664		TMIGD2		TMIGD2
ENSG00000167676		PLIN4		PLIN4
ENSG00000167685	SIMPLE_OR	ZNF444		ZNF444
ENSG00000167701		GPT		GPT
ENSG00000167711		SERPINF2	REPRESSED	SERPINF2
ENSG00000167723	SIMPLE_AND	TRPV3		TRPV3
ENSG00000167741	INCONSISTENT	GGT6		GGT6
ENSG00000167748		KLK1		KLK1
ENSG00000167751		KLK2	REPRESSED	KLK2
ENSG00000167754		KLK5	REPRESSED	KLK5
ENSG00000167755		KLK6		KLK6
ENSG00000167757		KLK11		KLK11
ENSG00000167759		KLK13	INCONSISTENT	KLK13
ENSG00000167767		KRT80		KRT80
ENSG00000167768		KRT1	REPRESSED	KRT1
ENSG00000167769		ACER1		ACER1
ENSG00000167772		ANGPTL4	INCONSISTENT	ANGPTL4
ENSG00000167780	INCONSISTENT	SOAT2		SOAT2
ENSG00000167791		CABP2		CABP2
ENSG00000167798		C3P1		C3P1
ENSG00000167800		TBX10		TBX10
ENSG00000167822		OR8J3		OR8J3
ENSG00000167825		OR5I1		OR5I1
ENSG00000167840		ZNF232		ZNF232
ENSG00000167850		CD300C		CD300C
ENSG00000167851	SIMPLE_AND	CD300A		CD300A
ENSG00000167880		EVPL		EVPL
ENSG00000167889		MGAT5B	INCONSISTENT	MGAT5B
ENSG00000167910		CYP7A1		CYP7A1
ENSG00000167916		KRT24	REPRESSED	KRT24
ENSG00000167964		RAB26		RAB26
ENSG00000167968		DNASE1L2		DNASE1L2
ENSG00000167986		DDB1	SIMPLE_OR	DDB1
ENSG00000167992	SIMPLE_AND	VWCE		VWCE
ENSG00000167994		RAB3IL1	SIMPLE_AND	RAB3IL1
ENSG00000167995		BEST1	INCONSISTENT	BEST1
ENSG00000168000	SIMPLE_AND	BSCL2		BSCL2
ENSG00000168004	REPRESSED	PLAAT5		PLAAT5
ENSG00000168036		CTNNB1	REPRESSED	CTNNB1
ENSG00000168060		NAALADL1		NAALADL1
ENSG00000168062		BATF2	INCONSISTENT	BATF2
ENSG00000168065		SLC22A11		SLC22A11
ENSG00000168070		MAJIN	INCONSISTENT	MAJIN
ENSG00000168077		SCARA3	BIVALENT	SCARA3
ENSG00000168079		SCARA5		SCARA5
ENSG00000168081		PNOC	REPRESSED	PNOC
ENSG00000168122		ZNF355P		ZNF355P
ENSG00000168126		OR2W6P		OR2W6P
ENSG00000168129		DHFRP3		DHFRP3
ENSG00000168131		OR2B2		OR2B2
ENSG00000168140		VASN	INCONSISTENT	VASN
ENSG00000168143		FAM83B		FAM83B
ENSG00000168148		H3-4	INCONSISTENT	H3-4
ENSG00000168158		OR2C1		OR2C1
ENSG00000168214	REPRESSED	RBPJ		RBPJ
ENSG00000168229	REPRESSED	PTGDR		PTGDR
ENSG00000168234	SIMPLE_AND	TTC39C		TTC39C
ENSG00000168243	BIVALENT	GNG4		GNG4
ENSG00000168256		NKIRAS2	SIMPLE_OR	NKIRAS2
ENSG00000168263		KCNV2		KCNV2
ENSG00000168267		PTF1A		PTF1A
ENSG00000168269		FOXI1		FOXI1
ENSG00000168280	BIVALENT	KIF5C		KIF5C
ENSG00000168306		ACOX2		ACOX2
ENSG00000168309	REPRESSED	FAM107A		FAM107A
ENSG00000168314		MOBP		MOBP
ENSG00000168329		CX3CR1		CX3CR1
ENSG00000168333		PPDPFL		PPDPFL
ENSG00000168334		XIRP1		XIRP1
ENSG00000168350	INCONSISTENT	DEGS2		DEGS2
ENSG00000168367		LINC00917		LINC00917
ENSG00000168386		FILIP1L		FILIP1L
ENSG00000168405		CMAHP		CMAHP
ENSG00000168412		MTNR1A		MTNR1A
ENSG00000168418		KCNG4	REPRESSED	KCNG4
ENSG00000168421	SIMPLE_AND	RHOH		RHOH
ENSG00000168427		KLHL30	BIVALENT	KLHL30
ENSG00000168447		SCNN1B		SCNN1B
ENSG00000168453		HR		HR
ENSG00000168454		TXNDC2	INCONSISTENT	TXNDC2
ENSG00000168477		TNXB		TNXB
ENSG00000168490	REPRESSED	PHYHIP		PHYHIP
ENSG00000168515		SCGB1D1	REPRESSED	SCGB1D1
ENSG00000168522		FNTA		FNTA
ENSG00000168530		MYL1		MYL1
ENSG00000168542		COL3A1		COL3A1
ENSG00000168546		GFRA2		GFRA2
ENSG00000168582		CRYGA		CRYGA
ENSG00000168619		ADAM18		ADAM18
ENSG00000168621	REPRESSED	GDNF		GDNF
ENSG00000168630		SPINT5P	REPRESSED	SPINT5P
ENSG00000168631		MUCL3		MUCL3
ENSG00000168634	INCONSISTENT	WFDC13		WFDC13
ENSG00000168671		UGT3A2	REPRESSED	UGT3A2
ENSG00000168679		SLC16A4		SLC16A4
ENSG00000168685	SIMPLE_OR	IL7R		IL7R
ENSG00000168702	BIVALENT	LRP1B		LRP1B
ENSG00000168703	REPRESSED	WFDC12		WFDC12
ENSG00000168743	BIVALENT	NPNT		NPNT
ENSG00000168746		LINC01620	REPRESSED	LINC01620
ENSG00000168754		FAM178B	REPRESSED	FAM178B
ENSG00000168757		TSPY2		TSPY2
ENSG00000168781		PPIP5K1		PPIP5K1
ENSG00000168828		OR13J1		OR13J1
ENSG00000168830	REPRESSED	HTR1E		HTR1E
ENSG00000168843		FSTL5		FSTL5
ENSG00000168852		TPTE2P5		TPTE2P5
ENSG00000168875	REPRESSED	SOX14		SOX14
ENSG00000168878		SFTPB		SFTPB
ENSG00000168903	REPRESSED	BTNL3		BTNL3
ENSG00000168907		PLA2G4F	INCONSISTENT	PLA2G4F
ENSG00000168916	SIMPLE_AND	ZNF608		ZNF608
ENSG00000168925	INCONSISTENT	CTRB1		CTRB1
ENSG00000168928		CTRB2	REPRESSED	CTRB2
ENSG00000168930		TRIM49		TRIM49
ENSG00000168955		TM4SF20		TM4SF20
ENSG00000168959		GRM5		GRM5
ENSG00000168961	SIMPLE_AND	LGALS9		LGALS9
ENSG00000168967		PMCHL1		PMCHL1
ENSG00000168992		OR7E102P		OR7E102P
ENSG00000168995		SIGLEC7	REPRESSED	SIGLEC7
ENSG00000169006		NTSR2		NTSR2
ENSG00000169026		SLC49A3	INCONSISTENT	SLC49A3
ENSG00000169031	INCONSISTENT	COL4A3		COL4A3
ENSG00000169035		KLK7		KLK7
ENSG00000169040		PMCHL2		PMCHL2
ENSG00000169057		MECP2		MECP2
ENSG00000169059		VCX3A		VCX3A
ENSG00000169064		ZBBX		ZBBX
ENSG00000169067		ACTBL2		ACTBL2
ENSG00000169075	REPRESSED	BRD7P3		BRD7P3
ENSG00000169083		AR		AR
ENSG00000169085		VXN		VXN
ENSG00000169116	BIVALENT	PARM1		PARM1
ENSG00000169122	BIVALENT	FAM110B		FAM110B
ENSG00000169126		ODAD2		ODAD2
ENSG00000169129	BIVALENT	AFAP1L2		AFAP1L2
ENSG00000169154		GOT1L1		GOT1L1
ENSG00000169164				
ENSG00000169169		CPT1C		CPT1C
ENSG00000169184		MN1	INCONSISTENT	MN1
ENSG00000169194		IL13		IL13
ENSG00000169203		NPIPB12		NPIPB12
ENSG00000169208		OR10G3		OR10G3
ENSG00000169214		OR6F1		OR6F1
ENSG00000169220	SIMPLE_AND	RGS14		RGS14
ENSG00000169224		GCSAML		GCSAML
ENSG00000169239		CA5B		CA5B
ENSG00000169245		CXCL10		CXCL10
ENSG00000169246		NPIPB3		NPIPB3
ENSG00000169247		SH3TC2	INCONSISTENT	SH3TC2
ENSG00000169248		CXCL11		CXCL11
ENSG00000169253		RPL36P14		RPL36P14
ENSG00000169271		HSPB3		HSPB3
ENSG00000169282		KCNAB1		KCNAB1
ENSG00000169297		NR0B1		NR0B1
ENSG00000169302		STK32A		STK32A
ENSG00000169306		IL1RAPL1		IL1RAPL1
ENSG00000169313	SIMPLE_OR	P2RY12		P2RY12
ENSG00000169325	REPRESSED	GUSBP12		GUSBP12
ENSG00000169327		OR5AU1		OR5AU1
ENSG00000169330	REPRESSED	MINAR1		MINAR1
ENSG00000169340		PDILT		PDILT
ENSG00000169344		UMOD		UMOD
ENSG00000169347		GP2		GP2
ENSG00000169385		RNASE2		RNASE2
ENSG00000169393		ELSPBP1		ELSPBP1
ENSG00000169397		RNASE3		RNASE3
ENSG00000169402		RSPH10B2		RSPH10B2
ENSG00000169403		PTAFR		PTAFR
ENSG00000169413	SIMPLE_AND	RNASE6		RNASE6
ENSG00000169429		CXCL8	INCONSISTENT	CXCL8
ENSG00000169432		SCN9A	INCONSISTENT	SCN9A
ENSG00000169436		COL22A1		COL22A1
ENSG00000169469		SPRR1B		SPRR1B
ENSG00000169474		SPRR1A		SPRR1A
ENSG00000169484		OR4K14		OR4K14
ENSG00000169488		OR4K15		OR4K15
ENSG00000169495		HTRA4		HTRA4
ENSG00000169507		SLC38A11	INCONSISTENT	SLC38A11
ENSG00000169515		CCDC8	INCONSISTENT	CCDC8
ENSG00000169548		ZNF280A	INCONSISTENT	ZNF280A
ENSG00000169550		MUC15		MUC15
ENSG00000169551		CT55	SIMPLE_AND	CT55
ENSG00000169562		GJB1		GJB1
ENSG00000169567	SIMPLE_AND	HINT1		HINT1
ENSG00000169575		VPREB1	REPRESSED	VPREB1
ENSG00000169594	REPRESSED	BNC1		BNC1
ENSG00000169605		GKN1	REPRESSED	GKN1
ENSG00000169627		BOLA2B	SIMPLE_OR	BOLA2B
ENSG00000169629	SIMPLE_OR	RGPD8		RGPD8
ENSG00000169662		BCRP6		BCRP6
ENSG00000169668		BCRP2		BCRP2
ENSG00000169676		DRD5		DRD5
ENSG00000169688		MT1B	REPRESSED	MT1B
ENSG00000169704		GP9		GP9
ENSG00000169717		ACTRT2		ACTRT2
ENSG00000169744		LDB2		LDB2
ENSG00000169763		PRYP3		PRYP3
ENSG00000169777		TAS2R1		TAS2R1
ENSG00000169789		PRY		PRY
ENSG00000169800		RBMY1F		RBMY1F
ENSG00000169807		PRY2		PRY2
ENSG00000169811		RBMY1HP		RBMY1HP
ENSG00000169836		TACR3		TACR3
ENSG00000169849		TSPY14P		TSPY14P
ENSG00000169851	REPRESSED	PCDH7		PCDH7
ENSG00000169855		ROBO1		ROBO1
ENSG00000169857		AVEN		AVEN
ENSG00000169862	REPRESSED	CTNND2		CTNND2
ENSG00000169876	INCONSISTENT	MUC17		MUC17
ENSG00000169877		AHSP	INCONSISTENT	AHSP
ENSG00000169885		CALML6		CALML6
ENSG00000169894		MUC3A	REPRESSED	MUC3A
ENSG00000169896	SIMPLE_AND	ITGAM		ITGAM
ENSG00000169903		TM4SF4	REPRESSED	TM4SF4
ENSG00000169906		S100G		S100G
ENSG00000169908		TM4SF1		TM4SF1
ENSG00000169933		FRMPD4		FRMPD4
ENSG00000169953		HSFY2		HSFY2
ENSG00000169962		TAS1R3		TAS1R3
ENSG00000169964	SIMPLE_AND	TMEM42		TMEM42
ENSG00000169994		MYO7B		MYO7B
ENSG00000170017	SIMPLE_AND	ALCAM		ALCAM
ENSG00000170035		UBE2E3	SIMPLE_OR	UBE2E3
ENSG00000170044		ZPLD1		ZPLD1
ENSG00000170054		SERPINA9		SERPINA9
ENSG00000170074		FAM153A		FAM153A
ENSG00000170075		GPR37L1	REPRESSED	GPR37L1
ENSG00000170085		SIMC1	SIMPLE_OR	SIMC1
ENSG00000170091		NSG2		NSG2
ENSG00000170092		SPDYE5		SPDYE5
ENSG00000170099		SERPINA6		SERPINA6
ENSG00000170113		NIPA1		NIPA1
ENSG00000170122	REPRESSED	FOXD4		FOXD4
ENSG00000170128		GPR25	REPRESSED	GPR25
ENSG00000170153		RNF150		RNF150
ENSG00000170160		CCDC144A		CCDC144A
ENSG00000170161		FAM88B	INCONSISTENT	FAM88B
ENSG00000170162	REPRESSED	VGLL2		VGLL2
ENSG00000170180		GYPA	SIMPLE_AND	GYPA
ENSG00000170209	REPRESSED	ANKK1		ANKK1
ENSG00000170214		ADRA1B		ADRA1B
ENSG00000170236		USP50		USP50
ENSG00000170255		MRGPRX1		MRGPRX1
ENSG00000170262		MRAP		MRAP
ENSG00000170279		C7orf33	REPRESSED	C7orf33
ENSG00000170289		CNGB3		CNGB3
ENSG00000170290		SLN		SLN
ENSG00000170298		LGALS9B		LGALS9B
ENSG00000170323		FABP4		FABP4
ENSG00000170324		FRMPD2		FRMPD2
ENSG00000170356		OR2A20P		OR2A20P
ENSG00000170367		CST5		CST5
ENSG00000170369		CST2		CST2
ENSG00000170373		CST1		CST1
ENSG00000170379		TCAF2	SIMPLE_OR	TCAF2
ENSG00000170381		SEMA3E		SEMA3E
ENSG00000170382	REPRESSED	LRRN2		LRRN2
ENSG00000170412		GPRC5C		GPRC5C
ENSG00000170423		KRT78	REPRESSED	KRT78
ENSG00000170426		SDR9C7	INCONSISTENT	SDR9C7
ENSG00000170430	SIMPLE_AND	MGMT		MGMT
ENSG00000170439		METTL7B	BIVALENT	METTL7B
ENSG00000170454		KRT75	REPRESSED	KRT75
ENSG00000170458	BIVALENT	CD14		CD14
ENSG00000170464		DNAJC18		DNAJC18
ENSG00000170465		KRT6C		KRT6C
ENSG00000170476	SIMPLE_AND	MZB1		MZB1
